age_band,savings_balance,monthly_surplus,risk_appetite_score,investment_experience,account_tenure_months,lump_sum_amount,regular_saving_amount,pension_contribution_pct,pension_pot_value,years_to_retirement,months_since_review,known_trait_count,conversation_turn,employment_status,channel,segment_id,situation_id,suggestion_id,record_id,party_ref,data_split
4.0,4688.29,465.89,1.0,1.0,,,,6.38,,14.0,,13.0,7.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,3edcbf32-470f-4dd2-957a-187b38096dda,ML-02194,TRAIN
4.0,22749.49,354.44,3.79,2.0,,,,,79126.11,7.0,,7.0,1.0,2.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,49e81e57-5dd4-4897-a5d8-e0f56d197315,ML-02195,TRAIN
5.0,11263.46,478.06,1.58,0.0,,,,,12561.76,1.0,,9.0,3.0,3.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,0d11ea94-ba72-4515-a179-e4ddd95ff427,ML-02196,TRAIN
4.0,6152.31,233.92,2.3,1.0,,,,12.89,51760.93,10.0,,9.0,3.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,595ecf81-f615-43b4-9fb3-8850da06c782,ML-02197,TRAIN
4.0,2834.36,387.27,4.17,1.0,,,,0.0,,,21.0,7.0,1.0,2.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,03bf6b38-a640-4d0e-a6cf-0d16678bfc58,ML-02198,TRAIN
1.0,26005.75,278.51,4.04,1.0,37.0,,,,,,,9.0,3.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,b1fdb283-e99f-47b5-820d-43752bf15c8e,ML-02199,TRAIN
1.0,7961.48,373.44,,0.0,29.0,,,,,,,7.0,1.0,1.0,1.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,6e893e59-c4ba-4627-a28d-5bae07b01654,ML-02200,TRAIN
2.0,,510.42,2.82,1.0,15.0,,,,,,,10.0,4.0,1.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,4ea05f70-9db5-4eed-af7a-c5c69aef6a81,ML-02201,TRAIN
4.0,,706.05,,2.0,40.0,,,,,,,6.0,0.0,1.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,b2ee2b9b-3105-4333-ba67-9218388634ad,ML-02202,TRAIN
3.0,14279.87,469.64,3.0,2.0,40.0,,,,,,,9.0,3.0,2.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,061c14ae-3aa2-4a75-a702-e04ecbd03a70,ML-02203,TRAIN
1.0,4923.98,492.54,2.77,1.0,30.0,,215.09,,,,,8.0,2.0,2.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,24ea40ef-dcd3-416f-a41e-fa4707ecb192,ML-02204,TRAIN
3.0,41870.07,,3.14,1.0,59.0,,,,,,,10.0,4.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,0a55c855-8ab1-444e-97fd-0bd188588ad7,ML-02205,TRAIN
3.0,4037.38,385.93,2.37,0.0,,,,6.41,,6.0,,11.0,5.0,2.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,97ad9579-eaa0-404d-b185-d7e3b71ab905,ML-02206,TRAIN
2.0,,,,0.0,,,,,,13.0,,7.0,1.0,1.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,b7860598-ca6d-40ec-a93a-038484ce6793,ML-02207,TRAIN
2.0,9766.52,538.66,2.05,1.0,,,,10.66,,16.0,,13.0,7.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,d901cabb-88c3-4ec8-b317-1dc1f70c8596,ML-02208,TRAIN
3.0,17240.56,281.07,1.0,1.0,,,,9.34,,,,8.0,2.0,3.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,fd60e255-dd43-48f5-bf25-47966c7b8cbe,ML-02209,TRAIN
4.0,4755.78,,,1.0,,,,,,,,7.0,1.0,3.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,6303c117-31ca-43ed-9e20-0bec145c5026,ML-02210,TRAIN
4.0,23629.67,294.52,,0.0,,,,,,4.0,,6.0,0.0,2.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,c5f9b5aa-fb2b-4cfa-ba52-2b0582804f13,ML-02211,TRAIN
4.0,9120.41,261.8,2.74,1.0,,,,0.0,36145.15,2.0,26.0,9.0,3.0,3.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,97798499-a2e3-4414-af0b-84db183e8c3b,ML-02212,TRAIN
1.0,20213.89,611.9,2.1,1.0,27.0,,,,,,,6.0,0.0,3.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,ddfbac2f-c493-4cea-921b-4e4b4fdf1bac,ML-02213,TRAIN
2.0,11761.82,243.52,,0.0,16.0,,,,,,,6.0,0.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,c33e003f-a533-4c96-a17a-ac8a60c26ca4,ML-02214,TRAIN
2.0,3589.49,283.37,1.52,1.0,37.0,,,,,,,9.0,3.0,1.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,e5ae1751-8e81-42bc-941e-4ea6987a6f6d,ML-02215,TRAIN
2.0,14487.04,588.27,,1.0,19.0,,,,,,,6.0,0.0,3.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,8fb25857-557d-4819-80e6-313f4a3acc95,ML-02216,TRAIN
2.0,1000.0,421.49,2.28,1.0,40.0,,,,,,,12.0,6.0,2.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,e8bf0e67-a07a-498e-a239-518b8611a548,ML-02217,TRAIN
2.0,3735.72,500.41,1.94,1.0,26.0,,50.0,,,,,6.0,0.0,1.0,1.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,aaa87b2d-f3b5-46c8-ab26-f5d4d3dcf267,ML-02218,TRAIN
2.0,25237.75,1516.03,1.74,0.0,34.0,,,,,,,9.0,3.0,2.0,1.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,4d8cb7a4-8357-4e92-9c40-35978fc23d57,ML-02219,TRAIN
2.0,,317.78,3.76,1.0,,,,4.58,,,,6.0,0.0,1.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,7d0ab2f0-fa6f-487b-a39d-3610878a7008,ML-02220,TRAIN
1.0,1846.44,,,0.0,,,,10.58,,,,8.0,2.0,1.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,7326d4f8-66bf-4b8e-bddb-bb3d36b33c8d,ML-02221,TRAIN
2.0,13010.57,,2.1,0.0,,,,9.17,,10.0,,8.0,2.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,b02f62a9-beb1-4690-8345-dd76481b737e,ML-02222,TRAIN
3.0,,,2.9,2.0,,,,7.78,103766.9,11.0,,9.0,3.0,3.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,c2856bde-2403-4819-83f3-60bb080da1d0,ML-02223,TRAIN
4.0,12851.12,369.36,2.14,0.0,,,,,10399.45,2.0,,9.0,3.0,3.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,8b77744b-a7b8-4651-bd76-8e855952d0cd,ML-02224,TRAIN
4.0,48390.1,180.63,3.31,1.0,,,,,34757.41,,,8.0,2.0,2.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,e67edc8c-c914-4ad6-9bd2-4ded0c4b97c2,ML-02225,TRAIN
4.0,10302.98,462.35,,1.0,,,,,69951.9,,24.0,8.0,2.0,2.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,ec0e869f-2f69-4bc9-b5bc-3c4cb83e5736,ML-02226,TRAIN
2.0,34870.39,1034.22,1.65,0.0,18.0,,,,,,,11.0,5.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,a2d1c0bf-ff1b-4fba-8808-8bb2cb7143b5,ML-02227,TRAIN
1.0,6454.37,330.16,3.36,0.0,5.0,,,,,,,13.0,7.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,44882c5d-e59d-443e-b457-87e8e1950602,ML-02228,TRAIN
1.0,500.0,232.61,2.38,1.0,15.0,,,,,,,11.0,5.0,3.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,d7c06c4a-142b-426d-a713-707f8837cc8d,ML-02229,TRAIN
2.0,7717.67,,3.21,1.0,16.0,5000.0,,,,,,7.0,1.0,1.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,d70cbaa1-1c7a-4565-9c33-19237f755b4c,ML-02230,TRAIN
3.0,9769.48,197.84,3.17,3.0,19.0,,,,,,,8.0,2.0,2.0,1.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,cdff2f9f-ed65-4a33-ad28-a1d891b13fc4,ML-02231,TRAIN
2.0,8237.47,466.66,,0.0,27.0,,60.52,,,,,8.0,2.0,1.0,1.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,629237de-a020-409b-9153-c31f1c165d93,ML-02232,TRAIN
2.0,63555.39,447.62,2.8,1.0,61.0,,,,,,,12.0,6.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,99456a48-727f-43d2-9e88-6b6f34af5f65,ML-02233,TRAIN
3.0,8465.31,,1.44,0.0,,,,5.7,,19.0,,10.0,4.0,1.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,0d9bf83e-bb4d-4028-baaa-5a073d704c30,ML-02234,TRAIN
3.0,1237.79,479.64,1.2,0.0,,,,6.21,,19.0,,11.0,5.0,2.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,501c7b2b-7643-4e9f-a8f9-6c51642c6775,ML-02235,TRAIN
3.0,5938.67,,2.94,1.0,,,,9.8,,11.0,,7.0,1.0,2.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,10e39936-bffd-45c8-b54c-d56e8d48fe2b,ML-02236,TRAIN
3.0,28240.8,646.24,1.88,2.0,,,,19.81,34803.07,3.0,,9.0,3.0,3.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,50b2e5fe-725a-457d-8d65-17115c803a5a,ML-02237,TRAIN
4.0,,333.7,,0.0,,,,,,2.0,,7.0,1.0,1.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,e136d4ff-4dd6-4c49-8209-877a31e0c750,ML-02238,TRAIN
4.0,8524.78,153.42,,1.0,,,,10.71,38058.42,2.0,,6.0,0.0,3.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,0d094ff1-2284-4362-bfc0-a291bd998887,ML-02239,TRAIN
4.0,15727.28,394.95,,1.0,,,,0.0,66048.58,,18.0,7.0,1.0,3.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,5922ef16-a229-4e19-be50-c7c4f4062247,ML-02240,TRAIN
2.0,,783.33,3.41,0.0,26.0,,,,,,,6.0,0.0,2.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,d7e1cc96-ea07-4373-a9d8-27daf1e08de0,ML-02241,TRAIN
1.0,4635.91,166.86,1.96,0.0,11.0,,,,,,,11.0,5.0,2.0,1.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,e8a0edcb-1d98-48a2-871d-5f3c9c003514,ML-02242,TRAIN
3.0,4689.84,543.39,1.96,1.0,6.0,,,,,,,12.0,6.0,3.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,31c40df0-75b9-4f8b-be25-1750d78c187f,ML-02243,TRAIN
3.0,18505.26,501.98,3.67,1.0,18.0,10583.88,,,,,,7.0,1.0,1.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,2a8dc8f5-841a-48b6-ae5d-e3057cfe3927,ML-02244,TRAIN
2.0,20212.9,,1.99,1.0,43.0,,,,,,,10.0,4.0,3.0,1.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,87cca525-ca52-4336-b11a-8ad8a2a5eb23,ML-02245,TRAIN
2.0,5861.97,,1.26,0.0,17.0,,,,,,,9.0,3.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,a0e9de62-9bd6-4c72-aefd-0193e99fedf7,ML-02246,TRAIN
3.0,23960.79,299.65,3.1,0.0,49.0,,,,,,,10.0,4.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,ecda75af-cb2f-4803-a349-afe3e9076658,ML-02247,TRAIN
2.0,,325.39,2.54,1.0,,,,7.36,,15.0,,10.0,4.0,2.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,4f0ab72b-1a6b-4aa6-b11d-841d60793021,ML-02248,TRAIN
2.0,4371.72,,2.53,0.0,,,,,,36.0,,8.0,2.0,1.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,1d065c3a-a138-45c3-bf4c-5378bfd45a60,ML-02249,TRAIN
3.0,2759.35,,,0.0,,,,5.18,,32.0,,8.0,2.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,8f405f1e-d676-424d-bc7f-bdfe08ae4574,ML-02250,TRAIN
4.0,7514.03,319.76,3.01,0.0,,,,10.59,45104.36,13.0,,9.0,3.0,1.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,8fe49792-9e8d-4f51-8fdb-5930fb4c209b,ML-02251,TRAIN
4.0,18166.0,205.22,1.96,1.0,,,,,19106.42,3.0,,13.0,7.0,3.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,816ef4b9-b72e-45be-a9c4-d2114e12e0aa,ML-02252,TRAIN
4.0,,384.61,1.85,0.0,,,,,5000.0,1.0,,7.0,1.0,2.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,064d3b8e-9905-4b0a-890d-3ab996239612,ML-02253,TRAIN
5.0,14079.18,230.75,2.56,2.0,,,,0.0,81422.0,3.0,,7.0,1.0,3.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,2437d4a5-bec0-47bc-83f4-525a922028b1,ML-02254,TRAIN
3.0,34476.01,,2.83,0.0,22.0,,,,,,,9.0,3.0,1.0,1.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,34b0950e-0e86-4b0c-9be6-3864ad92ce8d,ML-02255,TRAIN
2.0,11106.35,444.18,2.6,0.0,10.0,,,,,,,6.0,0.0,2.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,a190789c-f2ec-4c5e-a567-b7bc5d8f6f5b,ML-02256,TRAIN
1.0,3751.44,,1.87,1.0,23.0,,,,,,,7.0,1.0,1.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,ae107957-97e5-47f8-b990-5af19884bc8a,ML-02257,TRAIN
4.0,,480.83,2.34,1.0,13.0,,,,,,,10.0,4.0,1.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,1b665013-9193-4d40-a8b2-f29c8c61bd2c,ML-02258,TRAIN
2.0,12280.09,,2.07,3.0,36.0,,,,,,,6.0,0.0,1.0,1.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,6e3b636a-1533-4cd9-b5ca-886da89efe59,ML-02259,TRAIN
1.0,7100.77,488.65,1.78,0.0,33.0,,,,,,,9.0,3.0,2.0,1.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,b92acb7e-1265-4f33-b61c-6595ebfab46d,ML-02260,TRAIN
4.0,14340.1,,2.99,1.0,28.0,,,,,,,9.0,3.0,3.0,1.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,78818b27-57ed-4110-b247-404a3936b87a,ML-02261,TRAIN
3.0,6239.4,453.77,2.55,1.0,,,,,,,,8.0,2.0,2.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,4b701abc-4251-4fe1-bfc4-455d0cbb500b,ML-02262,TRAIN
3.0,2689.88,277.32,1.75,0.0,,,,7.41,,27.0,,9.0,3.0,2.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,baf5c11f-5e3b-41c1-b453-c1c241af67aa,ML-02263,TRAIN
2.0,4704.31,549.59,2.69,0.0,,,,7.2,,16.0,,11.0,5.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,579f9180-0d5b-49e6-afdc-5528326d595c,ML-02264,TRAIN
4.0,9253.87,482.89,2.57,0.0,,,,8.67,130157.45,12.0,,11.0,5.0,2.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,2054aa91-4fcf-45b2-8a7b-8cd13e9e9400,ML-02265,TRAIN
4.0,,524.0,1.5,0.0,,,,,24667.66,,,7.0,1.0,3.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,e7612ca3-3d60-4279-b7d1-dfba96895d7f,ML-02266,TRAIN
4.0,28774.19,324.48,1.0,0.0,,,,9.52,66549.42,7.0,,11.0,5.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,ac8d1302-3946-490f-9089-89ac386786b5,ML-02267,TRAIN
5.0,13105.08,143.17,1.28,2.0,,,,0.0,39194.01,,18.0,6.0,0.0,2.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,c62def12-d7be-4f67-bfb1-ee7c679a26c3,ML-02268,TRAIN
2.0,34907.88,,,1.0,32.0,,,,,,,7.0,1.0,2.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,549493f7-f56a-4625-8931-d40000f79208,ML-02269,TRAIN
2.0,4010.15,616.22,2.35,0.0,27.0,,,,,,,7.0,1.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,2391d539-da87-4bdb-a55f-980d81bdbe52,ML-02270,TRAIN
3.0,2242.74,683.48,2.69,1.0,12.0,,,,,,,10.0,4.0,2.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,14ea65c2-a2c7-4905-92dd-d8777cd66068,ML-02271,TRAIN
3.0,27062.98,373.21,,1.0,20.0,33012.37,,,,,,6.0,0.0,2.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,4ac013a0-e1c9-44b9-9c53-5dad4218fad6,ML-02272,TRAIN
2.0,3953.91,562.42,2.37,1.0,31.0,,,,,,,6.0,0.0,2.0,1.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,fc3c91c5-4604-48e1-9961-f1b5594c5565,ML-02273,TRAIN
2.0,8364.81,533.69,,0.0,31.0,,74.1,,,,,8.0,2.0,2.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,b54a7f13-73ea-4df1-9fd1-6d66301afd53,ML-02274,TRAIN
5.0,2000.0,539.73,1.67,1.0,44.0,,,,,,,9.0,3.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,d6a34782-942f-4bba-9881-23f1febcdc9e,ML-02275,TRAIN
3.0,4130.73,548.22,2.27,1.0,,,,6.93,,36.0,,11.0,5.0,2.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,97bac642-ee98-4701-8b43-5af1c8b13f4c,ML-02276,TRAIN
2.0,,50.0,2.24,0.0,,,,7.52,,24.0,,9.0,3.0,1.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,2371385c-d69a-4c55-9559-771d02e36aac,ML-02277,TRAIN
2.0,8676.53,,1.48,0.0,,,,7.56,,29.0,,10.0,4.0,1.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,f2760e9b-429f-42bf-8f89-ab61540fbfa3,ML-02278,TRAIN
3.0,1000.0,226.57,1.75,0.0,,,,9.22,122514.83,3.0,,13.0,7.0,3.0,1.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,ae8da65c-9276-4eb1-ba4a-b0058b6fc167,ML-02279,TRAIN
5.0,500.0,,1.88,1.0,,,,,11803.02,3.0,,10.0,4.0,1.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,a44e3739-a419-4fca-90af-d24e3d449425,ML-02280,TRAIN
4.0,1000.0,,,1.0,,,,12.81,,,,8.0,2.0,3.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,909ecd65-edbf-42ac-b656-804af9c23ed5,ML-02281,TRAIN
5.0,500.0,,1.07,1.0,,,,0.0,,2.0,,7.0,1.0,3.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,51819d42-5684-4964-8945-b4f4fe40dee5,ML-02282,TRAIN
3.0,,,2.93,2.0,40.0,,,,,,,9.0,3.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,6668dc03-e8b4-49b2-a98b-1979e46de52a,ML-02283,TRAIN
1.0,9996.38,,1.0,0.0,29.0,,,,,,,10.0,4.0,1.0,1.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,7db26402-f371-4e65-a13d-f8dbc15a7bdb,ML-02284,TRAIN
2.0,4524.67,510.54,2.51,1.0,20.0,,,,,,,9.0,3.0,1.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,41d88b96-5c27-4f1f-a8ed-a4f98fbd7470,ML-02285,TRAIN
3.0,7949.81,314.38,,0.0,35.0,14038.05,,,,,,7.0,1.0,3.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,8aedf862-d7d2-42e6-8b22-f129615a6852,ML-02286,TRAIN
1.0,1470.6,194.33,,1.0,15.0,,,,,,,7.0,1.0,2.0,1.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,7008bd4b-6de3-449e-9eb4-f4a0446b5427,ML-02287,TRAIN
2.0,6815.91,,2.28,0.0,29.0,,,,,,,9.0,3.0,2.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,c8f6a251-4be1-4375-aea8-67583776bf81,ML-02288,TRAIN
2.0,2000.0,662.55,2.64,1.0,12.0,,,,,,,11.0,5.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,523f277e-dedd-4355-9429-a2dd0c739ee9,ML-02289,TRAIN
2.0,11183.21,,1.85,1.0,,,,6.38,,25.0,,9.0,3.0,1.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,6c241b1a-d89e-4341-8f12-7ef0d92e7471,ML-02290,TRAIN
3.0,,376.75,3.55,0.0,,,,8.48,,12.0,,9.0,3.0,2.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,7bb290e5-574d-4b27-aa89-df433df222bf,ML-02291,TRAIN
3.0,965.15,768.07,1.64,1.0,,,,10.06,,34.0,,13.0,7.0,1.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,a4c219e3-9daa-42de-8cad-4c8719e0f696,ML-02292,TRAIN
4.0,,408.67,1.86,2.0,,,,8.44,40415.32,13.0,,9.0,3.0,2.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,0aebf7f4-ec96-4d6e-a814-d337092ede2a,ML-02293,TRAIN
4.0,4886.3,242.96,2.19,1.0,,,,,16285.23,1.0,,9.0,3.0,2.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,50283871-cf30-4c7b-9c68-82f1c042d09d,ML-02294,TRAIN
4.0,,486.22,1.0,1.0,,,,6.09,20909.72,4.0,,9.0,3.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,99821e3d-fd33-4795-a770-4da368012868,ML-02295,TRAIN
4.0,9784.36,551.53,1.62,1.0,,,,0.0,,4.0,20.0,6.0,0.0,2.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,30c30aff-e67f-4039-9ca3-e0ab13e92105,ML-02296,TRAIN
2.0,,542.28,3.78,1.0,27.0,,,,,,,10.0,4.0,2.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,f774a84c-5cab-4f26-ab5a-4b15c0006096,ML-02297,TRAIN
1.0,500.0,455.39,1.63,0.0,7.0,,,,,,,9.0,3.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,9202335f-901a-4415-923a-b13ed69bf3ea,ML-02298,TRAIN
1.0,,244.99,,2.0,36.0,,,,,,,6.0,0.0,1.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,571599b7-9c53-45b6-8b0b-2962800f26a4,ML-02299,TRAIN
3.0,,100.0,3.35,1.0,27.0,30236.48,,,,,,9.0,3.0,2.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,f24ac8ec-69bb-4e14-affb-5bc5ff549a17,ML-02300,TRAIN
2.0,,192.42,4.58,3.0,29.0,,,,,,,6.0,0.0,1.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,b202f238-4a4c-4720-b060-bfa05ad07a0e,ML-02301,TRAIN
2.0,679.4,301.23,2.34,0.0,23.0,,149.84,,,,,10.0,4.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,bf14fafb-52e9-41b3-ac10-3e3302615fb3,ML-02302,TRAIN
4.0,48138.67,990.49,3.58,1.0,30.0,,,,,,,12.0,6.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,06b3589a-38eb-4252-8175-9d02faaae577,ML-02303,TRAIN
2.0,0.0,273.06,,0.0,,,,6.97,,,,6.0,0.0,1.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,620a3dac-8bc2-46ef-9fea-3592e8cb754c,ML-02304,TRAIN
1.0,,56.2,2.7,0.0,,,,8.36,,22.0,,9.0,3.0,2.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,7edd2537-973a-4005-ac49-86895e99e039,ML-02305,TRAIN
2.0,11098.63,568.15,,0.0,,,,10.2,,18.0,,7.0,1.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,8200a79f-46b4-4fb2-afd3-84bf84add082,ML-02306,TRAIN
3.0,,417.34,2.82,2.0,,,,4.94,58436.92,1.0,,9.0,3.0,2.0,1.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,8a81608c-3fe9-4686-8ff0-5cd477cd7ce7,ML-02307,TRAIN
4.0,1945.44,484.96,3.53,0.0,,,,,16153.74,1.0,,10.0,4.0,2.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,f9fd485a-73ac-46d4-ba0d-cbac0929ddc1,ML-02308,TRAIN
4.0,,347.51,1.53,1.0,,,,,,6.0,,8.0,2.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,87766cbc-69c4-425d-9f79-936a1d423186,ML-02309,TRAIN
4.0,500.0,115.75,2.04,2.0,,,,0.0,105926.33,2.0,22.0,9.0,3.0,2.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,ea84de2a-2564-46ab-a946-e64af0da3c65,ML-02310,TRAIN
2.0,11237.77,,2.22,1.0,30.0,,,,,,,7.0,1.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,f9320d82-410a-47f2-9a85-681294cd464c,ML-02311,TRAIN
1.0,8506.03,490.16,3.62,0.0,23.0,,,,,,,8.0,2.0,1.0,1.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,f74b5ce3-38dc-42f6-bbda-6c1f61470a2f,ML-02312,TRAIN
1.0,5540.58,742.29,,2.0,15.0,,,,,,,8.0,2.0,1.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,c0227441-05ac-4872-a7e5-c303f836d58c,ML-02313,TRAIN
