record_id,party_ref,session_id,situation_id,segment_id,suggestion_id,product_type,CHAR_P1A_I1_age_band,CHAR_P1B_I1_vulnerability,CHAR_P1C_I1_employment,CHAR_F2A_I1_monthly_surplus,CHAR_F2B_I1_savings_balance,CHAR_F2I_I1_has_investment,CHAR_F2G_I1_high_cost_debt,CHAR_F2H_I1_financial_hardship,CHAR_F2J_I1_isa_sub_this_year,CHAR_F2K_I1_within_90d_tax_yr,CHAR_F2L_I1_account_tenure_mo,CHAR_F2M_I1_lump_sum,CHAR_F2N_I1_months_inactive,CHAR_F2O_I1_regular_saving,CHAR_F2P_I1_consec_months,CHAR_F2Q_I1_days_to_maturity,CHAR_F2R_I1_reinvest_instr,CHAR_P2A_I1_contrib_pct,CHAR_P2B_I1_active_dc,CHAR_P2C_I1_shortfall_flag,CHAR_P2D_I1_yrs_to_ret,CHAR_P2E_I1_default_fund,CHAR_P2F_I1_no_selection,CHAR_P2G_I1_recent_engage,CHAR_P2H_I1_life_event,CHAR_P2I_I1_access_plan,CHAR_P2J_I1_in_drawdown,CHAR_P2K_I1_db_transfer,CHAR_P2L_I1_pot_value,CHAR_P2M_I1_annuity_interest,CHAR_P2N_I1_months_review,CHAR_P2O_I1_cash_drag,CHAR_P2P_I1_recent_adviser,CHAR_B3A_I1_risk_appetite,CHAR_B3B_I1_invest_exp,CHAR_B3C_I1_channel,ml_confidence,ml_model_version,gap_fill_turns,graph_completeness,fca_ref,rule_R_001_outcome,rule_R_002_outcome,rule_R_003_outcome,rule_R_004_outcome,rule_R_005_outcome,rule_R_006_outcome,rule_R_007_outcome,rule_R_008_outcome,rule_R_009_outcome,rule_R_010_outcome,rule_R_011_outcome,rule_R_012_outcome,gate_disposition
76491391-e7d0-4cdb-a914-34fb274d118d,PARTY-02222,b8426cd7-59ee-446a-a0ac-0ad160b8231b,SIT-PEN-003,SEG-PEN-003,SUG-PEN-003,DC_PENSION_CONTRIBUTION_REVIEW,2,False,1,573.94,4412.74,False,False,False,,,38,,,,,,,9.0,True,,24.0,,,,True,,,,,,,,,3.01,0,0,0.99,2.0.0,5,0.93,PS25/22-§SIT-PEN-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
3531bef7-4ad3-4791-8b54-6f6c63d980e8,PARTY-02223,89b26f8b-6b9c-4623-886c-bac3b6c547c9,SIT-DEC-001,SEG-DEC-001,SUG-DEC-001,DECUMULATION_PATHWAY_DIRECTION,4,False,3,310.01,35142.42,False,False,False,,,34,,,,,,,12.7,True,,10.0,,,,,False,False,False,58217.37,,,,,1.33,0,1,0.55,2.0.0,2,0.88,PS25/22-§SIT-DEC-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
4d4b2c34-686c-435a-add2-5f22a060b640,PARTY-02224,0793fe0e-d71d-4b0c-b4d4-8500615cc606,SIT-DEC-002,SEG-DEC-002,SUG-DEC-002,DC_PENSION_SMALL_POT_ACCESS,5,True,2,618.44,4663.77,False,False,False,,,66,,,,,,,,True,,4.0,,,,,False,False,False,15450.89,,,,,3.07,0,1,0.86,2.0.0,4,0.89,PS25/22-§SIT-DEC-002,PASS,PASS,GATE,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,HUMAN_REVIEW
2b727a7f-a664-4dd8-a3ed-b1b8f461f137,PARTY-02225,66615575-9473-4500-9e26-02712c46dc27,SIT-DEC-003,SEG-DEC-003,SUG-DEC-003,ANNUITY_FEATURES_REFERRAL,4,False,3,499.22,17863.15,False,False,False,,,82,,,,,,,15.69,True,,6.0,,,,,,,False,8608.62,True,,,,1.91,1,0,0.82,2.0.0,4,0.9,PS25/22-§SIT-DEC-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
35994725-ed69-4943-86b9-618768c62e49,PARTY-02226,e6ac1b32-789a-4a92-92fa-83eba1cff9bb,SIT-DEC-004,SEG-DEC-004,SUG-DEC-004,DRAWDOWN_REVIEW_PROMPT,4,False,3,433.45,500.0,False,False,False,,,42,,,,,,,0.0,True,,4.0,,,,,,True,,33337.13,,18.0,True,False,2.15,1,0,0.82,2.0.0,4,0.9,PS25/22-§SIT-DEC-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
42710d02-9143-4557-b46a-b50e242ec232,PARTY-02227,097f3d81-1ad4-41b3-86aa-0c34fbb92558,SIT-INV-001,SEG-INV-001,SUG-INV-001,STOCKS_SHARES_ISA,2,False,3,547.7,47621.82,False,False,False,,,30,,,,,,,,,,,,,,,,,,,,,,,3.2,2,0,0.83,2.0.0,4,0.93,PS25/22-§SIT-INV-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
2686eb8c-a218-4cbc-b209-6a0f42fa2123,PARTY-02228,ad21cc8e-4e97-4be7-be55-0d77cddba94c,SIT-INV-002,SEG-INV-002,SUG-INV-002,STOCKS_SHARES_ISA_REGULAR,1,False,1,304.96,4407.82,False,False,False,,,14,,,,,,,,,,,,,,,,,,,,,,,1.85,0,0,0.88,2.0.0,3,1.0,PS25/22-§SIT-INV-002,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
e1f09369-7783-4333-9a6e-10e8e533636b,PARTY-02229,2368f900-815c-4da3-941c-a92e19ce3a18,SIT-INV-003,SEG-INV-003,SUG-INV-003,STOCKS_SHARES_ISA_TAX_YEAR,4,False,1,508.8,7614.02,True,False,False,False,True,12,,,,,,,,,,,,,,,,,,,,,,,4.06,2,0,0.91,2.0.0,4,1.0,PS25/22-§SIT-INV-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
671fdd84-1eca-43d7-9f0e-cc1a0877f818,PARTY-02230,176b5cb3-5d51-4826-b2ee-453ba3c6a0c3,SIT-INV-004,SEG-INV-004,SUG-INV-004,ISA_AND_GIA_LUMP_SUM,3,False,2,355.84,11053.35,False,False,False,,,38,28820.86,,,,,,,,,,,,,,,,,,,,,,2.83,1,0,0.98,2.0.0,3,0.98,PS25/22-§SIT-INV-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
aefeb82f-92e5-479f-b404-b989654b540b,PARTY-02231,aedfd5bb-e3a1-4cf1-bb66-9fcf4e0623df,SIT-INV-005,SEG-INV-005,SUG-INV-005,REVIEW_PROMPT_DO_NOTHING,3,False,2,600.61,12369.28,True,False,False,,,33,,17.0,,,,,,,,,,,,,,,,,,,,,1.85,1,0,0.79,2.0.0,4,0.92,PS25/22-§SIT-INV-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
d80b021a-0c59-4d32-a5fe-5953f35eaa34,PARTY-02232,ab117544-ba7c-4e7f-8cd1-6c65d41ba4c4,SIT-INV-006,SEG-INV-006,SUG-INV-006,STOCKS_SHARES_ISA_REGULAR_ADDITION,1,False,2,387.83,5022.13,False,False,False,,,33,,,169.74,16.0,,,,,,,,,,,,,,,,,,,1.99,1,0,0.92,2.0.0,3,0.92,PS25/22-§SIT-INV-006,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
a14ec721-ecf9-4435-bf26-8f7baa6d2cf7,PARTY-02233,e8a2ea49-e3c7-4820-bc24-7025882a38a5,SIT-SD-001,SEG-SD-001,SUG-SD-001,MATURITY_REINVESTMENT_OPTIONS,5,False,3,100.0,20841.01,False,False,False,,,12,,,,,15.0,False,,,,,,,,,,,,,,,,,1.81,1,0,0.87,2.0.0,1,0.99,PS25/22-§SIT-SD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
e2611fa1-8292-4a1b-bc5c-2ce1b950d899,PARTY-02234,a82ab4bb-46ca-443e-93f8-977743b0c422,SIT-PEN-001,SEG-PEN-001,SUG-PEN-001,DC_PENSION_CONTRIBUTION_INCREASE,2,False,1,391.65,8301.4,False,False,False,,,41,,,,,,,7.78,True,True,19.0,,,,,,,,,,,,,2.13,1,1,0.52,2.0.0,5,0.97,PS25/22-§SIT-PEN-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
22347412-1bfe-43f7-bb93-5e98e44034ca,PARTY-02235,c27f5f05-5fee-4a5d-8a9c-aa671b31f74f,SIT-PEN-002,SEG-PEN-002,SUG-PEN-002,DC_PENSION_FUND_SWITCH,2,False,1,393.47,5229.79,False,False,False,,,66,,,,,,,7.51,True,,17.0,True,True,False,,,,,,,,,,1.99,0,0,0.89,2.0.0,1,0.93,PS25/22-§SIT-PEN-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
590bae05-0876-4e26-ace8-14a16606426a,PARTY-02236,6d8bca75-e8d1-40bf-8519-21d24e0e9090,SIT-PEN-003,SEG-PEN-003,SUG-PEN-003,DC_PENSION_CONTRIBUTION_REVIEW,3,False,1,587.34,14437.34,False,False,False,,,35,,,,,,,4.0,True,,6.0,,,,True,,,,,,,,,2.3,0,0,0.82,2.0.0,4,0.93,PS25/22-§SIT-PEN-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
30cc2793-621d-49e6-ad98-ddf0bedb11d6,PARTY-02237,bd5764b0-9f6a-4825-ac04-087f7c80f0ec,SIT-DEC-001,SEG-DEC-001,SUG-DEC-001,DECUMULATION_PATHWAY_DIRECTION,4,False,2,458.5,17172.58,False,False,False,,,54,,,,,,,10.44,True,,1.0,,,,,False,False,False,62915.22,,,,,2.36,0,1,0.92,2.0.0,5,0.95,PS25/22-§SIT-DEC-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
2d966ed5-70e0-43a9-bb02-7385495674d5,PARTY-02238,820fd93b-3260-42a7-9558-c954bdcacc51,SIT-DEC-002,SEG-DEC-002,SUG-DEC-002,DC_PENSION_SMALL_POT_ACCESS,4,False,3,522.54,9376.66,False,False,False,,,86,,,,,,,,True,,2.0,,,,,False,False,False,8887.34,,,,,1.99,0,1,0.85,2.0.0,1,0.91,PS25/22-§SIT-DEC-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
a4bca277-f299-4f51-bba3-5c4dbea05672,PARTY-02239,7675f8d4-e1f6-475c-aaf5-f57309acb752,SIT-DEC-003,SEG-DEC-003,SUG-DEC-003,ANNUITY_FEATURES_REFERRAL,4,False,3,260.24,20634.88,False,False,False,,,50,,,,,,,12.15,True,,3.0,,,,,,,False,66846.42,True,,,,1.13,1,0,0.84,2.0.0,6,0.9,PS25/22-§SIT-DEC-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
2477ed24-edb1-4f2d-8827-8d4cf75675f2,PARTY-02240,e34611c0-8f59-4ebf-bc3a-c050e1190dad,SIT-DEC-004,SEG-DEC-004,SUG-DEC-004,DRAWDOWN_REVIEW_PROMPT,4,False,3,234.55,11106.91,False,False,False,,,60,,,,,,,0.0,True,,2.0,,,,,,True,,45259.3,,18.0,True,False,1.62,1,0,0.78,2.0.0,5,0.97,PS25/22-§SIT-DEC-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
9dee67bb-7c01-4a2d-8a0d-75dd413da35f,PARTY-02241,54e77e8b-1224-4654-8644-de628d51781c,SIT-INV-001,SEG-INV-001,SUG-INV-001,STOCKS_SHARES_ISA,2,False,1,725.25,29214.51,False,False,False,,,41,,,,,,,,,,,,,,,,,,,,,,,1.98,1,0,0.85,2.0.0,3,0.97,PS25/22-§SIT-INV-001,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
8e3102fa-70c7-4386-b5c3-c50780e78a9d,PARTY-02242,962e6741-bab2-4a6b-910a-482c1f727bb6,SIT-INV-002,SEG-INV-002,SUG-INV-002,STOCKS_SHARES_ISA_REGULAR,1,False,2,464.27,13001.18,False,False,False,,,17,,,,,,,,,,,,,,,,,,,,,,,1.81,0,0,0.91,2.0.0,5,0.91,PS25/22-§SIT-INV-002,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
07ff4221-6f06-4ee4-8f1d-d0b183f0cdd0,PARTY-02243,615284ce-6b86-4e72-879a-a16b8677c7e4,SIT-INV-003,SEG-INV-003,SUG-INV-003,STOCKS_SHARES_ISA_TAX_YEAR,1,True,1,100.0,5284.15,False,False,False,False,True,8,,,,,,,,,,,,,,,,,,,,,,,2.25,0,1,0.85,2.0.0,6,1.0,PS25/22-§SIT-INV-003,PASS,PASS,GATE,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,HUMAN_REVIEW
9c59f1b6-06fa-43e3-81f8-fa708ee6bb39,PARTY-02244,e2df0761-aab4-43ec-bd5a-42bf88b15aa4,SIT-INV-004,SEG-INV-004,SUG-INV-004,ISA_AND_GIA_LUMP_SUM,3,False,1,817.55,4757.43,False,False,False,,,32,11803.94,,,,,,,,,,,,,,,,,,,,,,2.85,0,1,0.94,2.0.0,4,0.98,PS25/22-§SIT-INV-004,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
148a926f-6513-402d-b21d-61ffc22f973d,PARTY-02245,c8b17cbb-40ff-48ad-8813-6cbdca996011,SIT-INV-005,SEG-INV-005,SUG-INV-005,REVIEW_PROMPT_DO_NOTHING,4,False,1,100.0,21296.74,True,False,False,,,50,,19.0,,,,,,,,,,,,,,,,,,,,,2.85,3,1,0.55,2.0.0,5,0.93,PS25/22-§SIT-INV-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
620ba2b1-d950-4913-87a5-3516a9b37b7f,PARTY-02246,3a8541d8-2b27-4dfe-a332-65428b1a0258,SIT-INV-006,SEG-INV-006,SUG-INV-006,STOCKS_SHARES_ISA_REGULAR_ADDITION,2,False,1,416.53,5600.07,False,False,False,,,13,,,85.42,16.0,,,,,,,,,,,,,,,,,,,1.68,1,0,0.89,2.0.0,4,0.94,PS25/22-§SIT-INV-006,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
94c68319-e410-46a9-91c5-90bd601eaf30,PARTY-02247,66036943-24f2-4e7f-82a0-75809be76de7,SIT-SD-001,SEG-SD-001,SUG-SD-001,MATURITY_REINVESTMENT_OPTIONS,4,False,3,438.92,45736.35,False,False,False,,,31,,,,,56.0,False,,,,,,,,,,,,,,,,,2.84,2,0,0.83,2.0.0,4,0.9,PS25/22-§SIT-SD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
ab833fd9-493e-4e2d-ab84-b2062720175e,PARTY-02248,8a1df3af-3512-43c0-915f-4271c93f8bfb,SIT-PEN-001,SEG-PEN-001,SUG-PEN-001,DC_PENSION_CONTRIBUTION_INCREASE,2,False,1,301.16,1642.23,False,False,False,,,72,,,,,,,6.14,True,True,18.0,,,,,,,,,,,,,2.02,1,0,0.9,2.0.0,3,0.9,PS25/22-§SIT-PEN-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
4dc96b4e-cd76-49c9-b52b-c4bfc4222387,PARTY-02249,769b6a9a-23bc-4309-84f2-899c69130f30,SIT-PEN-002,SEG-PEN-002,SUG-PEN-002,DC_PENSION_FUND_SWITCH,2,False,2,324.93,1326.12,False,False,False,,,30,,,,,,,7.06,True,,15.0,True,True,False,,,,,,,,,,2.49,1,1,0.99,2.0.0,6,1.0,PS25/22-§SIT-PEN-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
955a42ee-2bd1-48f2-89cc-ff316822f73f,PARTY-02250,7679502f-271c-4d20-a4ed-169cd8e79afe,SIT-PEN-003,SEG-PEN-003,SUG-PEN-003,DC_PENSION_CONTRIBUTION_REVIEW,2,False,1,595.46,9945.45,False,False,False,,,37,,,,,,,7.31,True,,23.0,,,,True,,,,,,,,,2.89,0,1,0.76,2.0.0,3,0.97,PS25/22-§SIT-PEN-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
752979c9-b5a4-4850-bf7d-515718f3e0f4,PARTY-02251,64051728-b542-400e-942f-bb3b5565a315,SIT-DEC-001,SEG-DEC-001,SUG-DEC-001,DECUMULATION_PATHWAY_DIRECTION,4,False,3,349.72,17562.11,False,False,False,,,46,,,,,,,9.39,True,,6.0,,,,,False,False,False,92020.18,,,,,2.81,0,0,0.88,2.0.0,7,0.96,PS25/22-§SIT-DEC-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
b6d844b7-a96b-401e-917f-25896ca47341,PARTY-02252,a1bce3a1-ca6c-4aad-9de3-6f74bb578513,SIT-DEC-002,SEG-DEC-002,SUG-DEC-002,DC_PENSION_SMALL_POT_ACCESS,5,False,1,297.03,2704.31,False,False,False,,,52,,,,,,,,True,,0.0,,,,,False,False,False,17634.8,,,,,2.25,0,1,0.86,2.0.0,3,0.89,PS25/22-§SIT-DEC-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
8380e62b-7d43-4d93-95cd-dbb24ba189a8,PARTY-02253,cfbdcebd-9baf-4d16-a96c-fcd6ad5e5990,SIT-DEC-003,SEG-DEC-003,SUG-DEC-003,ANNUITY_FEATURES_REFERRAL,5,False,2,225.02,28169.92,False,False,False,,,49,,,,,,,8.92,True,,3.0,,,,,,,False,44859.03,True,,,,3.08,1,0,0.9,2.0.0,3,0.97,PS25/22-§SIT-DEC-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
39c6dccb-dc60-460c-8459-91a38c6af10b,PARTY-02254,417af4bb-7bd8-4dea-a8ca-7891d2fb2f1a,SIT-DEC-004,SEG-DEC-004,SUG-DEC-004,DRAWDOWN_REVIEW_PROMPT,4,False,3,430.23,14718.24,False,False,False,,,40,,,,,,,0.0,True,,0.0,,,,,,True,,82205.44,,33.0,True,False,1.33,1,0,0.88,2.0.0,3,0.98,PS25/22-§SIT-DEC-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
acf1f6cc-1e7c-4a24-a12d-534cf8167230,PARTY-02255,9876c9f6-3f59-47bf-8eed-651e4071db1b,SIT-INV-001,SEG-INV-001,SUG-INV-001,STOCKS_SHARES_ISA,2,False,2,489.71,46447.51,False,False,False,,,44,,,,,,,,,,,,,,,,,,,,,,,3.23,1,0,0.87,2.0.0,4,0.94,PS25/22-§SIT-INV-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
442e19ce-61d0-40c1-a76c-3748c4afb5f3,PARTY-02256,7c0eae62-a4f7-4aa0-b482-d28c228a6a22,SIT-INV-002,SEG-INV-002,SUG-INV-002,STOCKS_SHARES_ISA_REGULAR,2,False,2,355.85,4871.26,False,False,False,,,4,,,,,,,,,,,,,,,,,,,,,,,2.8,0,0,0.56,2.0.0,3,0.98,PS25/22-§SIT-INV-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
97e03bdc-1b29-4703-b4ed-07208305d441,PARTY-02257,abe2335b-114d-4d71-ab05-3860bcf7b0ea,SIT-INV-003,SEG-INV-003,SUG-INV-003,STOCKS_SHARES_ISA_TAX_YEAR,1,False,1,424.75,4763.25,False,False,False,False,True,23,,,,,,,,,,,,,,,,,,,,,,,2.15,0,1,0.86,2.0.0,6,0.92,PS25/22-§SIT-INV-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
61b4f109-09da-40c7-a9a5-e57d91f0e8e0,PARTY-02258,c4999262-1c4d-4c10-adee-6e384ea208c2,SIT-INV-004,SEG-INV-004,SUG-INV-004,ISA_AND_GIA_LUMP_SUM,5,False,2,660.01,19569.65,False,False,False,,,20,35823.63,,,,,,,,,,,,,,,,,,,,,,3.49,0,1,0.86,2.0.0,6,0.9,PS25/22-§SIT-INV-004,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
a0bc312c-0b16-4c1f-82b0-dabac2ca90aa,PARTY-02259,0b2ae17c-5922-4863-b5c6-1eb6d02299e4,SIT-INV-005,SEG-INV-005,SUG-INV-005,REVIEW_PROMPT_DO_NOTHING,2,False,3,610.29,14580.98,True,False,False,,,34,,16.0,,,,,,,,,,,,,,,,,,,,,3.52,2,0,0.88,2.0.0,2,0.9,PS25/22-§SIT-INV-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
44454935-0e92-4f00-9dba-d89f1687c40a,PARTY-02260,2c4e15be-780c-4648-a818-f565db8a385b,SIT-INV-006,SEG-INV-006,SUG-INV-006,STOCKS_SHARES_ISA_REGULAR_ADDITION,3,False,2,420.91,9052.72,False,False,False,,,24,,,84.54,6.0,,,,,,,,,,,,,,,,,,,3.61,0,1,0.81,2.0.0,3,0.95,PS25/22-§SIT-INV-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
078469c9-66ec-4327-b209-11bf2f8e3d73,PARTY-02261,8aa98833-b62b-4370-9509-60dd58a08892,SIT-SD-001,SEG-SD-001,SUG-SD-001,MATURITY_REINVESTMENT_OPTIONS,3,False,3,259.67,30792.01,False,False,False,,,50,,,,,40.0,False,,,,,,,,,,,,,,,,,2.04,0,1,0.81,2.0.0,4,0.89,PS25/22-§SIT-SD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
703885b8-1120-411a-8d1f-11de1e5418db,PARTY-02262,318e2e10-36d5-4712-852f-1c51345b806f,SIT-PEN-001,SEG-PEN-001,SUG-PEN-001,DC_PENSION_CONTRIBUTION_INCREASE,3,True,1,478.33,2212.75,False,False,False,,,20,,,,,,,5.05,True,True,9.0,,,,,,,,,,,,,2.9,0,1,0.82,2.0.0,4,0.96,PS25/22-§SIT-PEN-001,PASS,PASS,GATE,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,HUMAN_REVIEW
017f061e-8782-4d1e-8925-a4b0953de15b,PARTY-02263,9b3de7f6-12c4-4503-ab9f-a89015f39f06,SIT-PEN-002,SEG-PEN-002,SUG-PEN-002,DC_PENSION_FUND_SWITCH,3,False,1,602.54,8158.33,False,False,False,,,39,,,,,,,8.64,True,,15.0,True,True,False,,,,,,,,,,1.61,0,0,0.95,2.0.0,4,0.97,PS25/22-§SIT-PEN-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
ab47cdd7-44b0-418e-850c-702e0737ab07,PARTY-02264,d2c61192-5ac3-4476-814a-d5f000ea19a0,SIT-PEN-003,SEG-PEN-003,SUG-PEN-003,DC_PENSION_CONTRIBUTION_REVIEW,2,False,1,504.28,2792.64,False,False,False,,,25,,,,,,,11.14,True,,9.0,,,,True,,,,,,,,,1.9,1,0,0.99,2.0.0,5,0.91,PS25/22-§SIT-PEN-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
c5f7aba6-7afd-4f2a-bf7d-ea6a5a950d19,PARTY-02265,12399965-34ce-42cb-a8d7-8b01b13e7c03,SIT-DEC-001,SEG-DEC-001,SUG-DEC-001,DECUMULATION_PATHWAY_DIRECTION,3,False,1,519.42,22280.2,False,False,False,,,75,,,,,,,4.32,True,,3.0,,,,,False,False,False,55815.73,,,,,5.0,2,0,0.92,2.0.0,4,0.89,PS25/22-§SIT-DEC-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
8b7e98d3-c25f-42e8-857e-8474602c124e,PARTY-02266,72fa35da-cff1-4b49-a9c2-f8fbfb05a4f8,SIT-DEC-002,SEG-DEC-002,SUG-DEC-002,DC_PENSION_SMALL_POT_ACCESS,4,False,2,335.09,6660.96,False,False,False,,,41,,,,,,,,True,,1.0,,,,,False,False,False,10134.15,,,,,3.11,0,0,0.82,2.0.0,3,0.94,PS25/22-§SIT-DEC-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
6b7e4f2b-9a38-4236-a037-6b72eefd0325,PARTY-02267,1994d334-4beb-4940-9886-cc7d775c7305,SIT-DEC-003,SEG-DEC-003,SUG-DEC-003,ANNUITY_FEATURES_REFERRAL,4,False,3,576.05,11305.0,False,False,False,,,45,,,,,,,14.93,True,,2.0,,,,,,,False,63022.62,True,,,,2.8,0,1,0.52,2.0.0,3,1.0,PS25/22-§SIT-DEC-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
4e09ef7b-ab73-4faf-b1e5-fb78941a1017,PARTY-02268,fa92a185-6379-4981-85dc-c218630d1bd3,SIT-DEC-004,SEG-DEC-004,SUG-DEC-004,DRAWDOWN_REVIEW_PROMPT,4,False,3,332.69,11208.65,False,False,False,,,65,,,,,,,0.0,True,,2.0,,,,,,True,,10000.0,,27.0,True,False,1.34,2,0,0.91,2.0.0,4,0.98,PS25/22-§SIT-DEC-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
79155c69-98a8-4e75-b0c8-eed567b54f86,PARTY-02269,91acbca2-08aa-483f-bf90-1918405cbefc,SIT-INV-001,SEG-INV-001,SUG-INV-001,STOCKS_SHARES_ISA,2,False,1,481.99,10212.61,False,False,False,,,39,,,,,,,,,,,,,,,,,,,,,,,1.5,1,0,0.94,2.0.0,4,0.93,PS25/22-§SIT-INV-001,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
413bc4c8-7ff6-41ef-8727-28952e0c3819,PARTY-02270,c8894626-240e-41e5-93c4-c3d2c0e82c29,SIT-INV-002,SEG-INV-002,SUG-INV-002,STOCKS_SHARES_ISA_REGULAR,1,False,1,319.94,7192.6,False,False,False,,,23,,,,,,,,,,,,,,,,,,,,,,,1.54,0,1,0.89,2.0.0,1,0.86,PS25/22-§SIT-INV-002,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
3a4bdcc4-c4b2-4a7c-a979-02b92a5ba4f2,PARTY-02271,fd7d2020-4f2c-4948-8b1d-3799e15bdfa9,SIT-INV-003,SEG-INV-003,SUG-INV-003,STOCKS_SHARES_ISA_TAX_YEAR,3,False,3,279.31,4340.92,False,False,False,False,True,12,,,,,,,,,,,,,,,,,,,,,,,1.02,1,0,0.75,2.0.0,5,0.92,PS25/22-§SIT-INV-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
